GeneSymbol	Hyp1	Hyp2	Norm1	Norm2
ENSG00000287181	0	0	0	0
ENSG00000286978	0	0	0	0
HERC6	61	125	272	212
HERC5	44	119	68	61
NCOA4P2	0	0	0	0
PYURF	0	0	0	0
PIGY	0	0	0	0
HERC3	631	894	594	492
PIGY-DT	0	0	0	3
ENSG00000249755	0	0	0	3
RN7SKP244	0	0	0	0
RNU6-33P	0	0	4	1
NAP1L5	413	375	1243	954
FAM13A-AS1	62	94	66	81
ENSG00000278151	0	0	0	0
ENSG00000276003	0	0	0	0
FAM13A	2535	1984	3218	2457
TIGD2	385	267	1283	947
ENSG00000270720	0	22	5	11
RNU6-907P	0	0	4	0
GPRIN3	64	31	58	76
ENSG00000251095	1584	1054	2908	2442
ENSG00000288563	18	0	2	0
SNCA	173	146	355	226
ENSG00000274238	156	20	96	112
ENSG00000277695	8	24	10	13
ENSG00000276542	73	32	41	46
SNCA-AS1	32	0	3	0
MMRN1	4	0	15	1
ENSG00000287239	0	0	0	0
CCSER1	66	14	22	7
RN7SKP248	0	0	0	0
ENSG00000251401	0	0	0	0
TMSB4XP8	11	25	12	13
ENSG00000248984	0	0	0	0
ENSG00000249049	0	0	0	0
ENSG00000279013	0	0	0	0
KRT19P6	0	0	0	0
ENSG00000249052	0	0	0	0
PMPCAP1	0	1	0	0
ENSG00000287392	0	0	0	0
ENSG00000280056	0	0	0	0
LNCPRESS2	0	0	0	0
ENSG00000248511	0	0	0	0
GRID2	40	0	6	17
MTND1P19	0	0	0	0
RACK1P3	0	1	1	0
ENSG00000248627	0	0	0	0
ENSG00000248750	0	0	0	0
ENSG00000250908	0	0	0	0
RNA5SP164	0	0	0	0
ATOH1	0	0	0	0
SMARCAD1-DT	0	0	3	0
HMGB3P15	0	0	0	0
SMARCAD1	2330	1958	6225	4763
HPGDS	0	0	0	0
ENSG00000287552	0	0	0	0
RPL35AP11	0	0	0	0
PDLIM5	6716	6471	12477	8719
ENSG00000249951	0	0	0	0
BMPR1B-DT	0	0	0	1
BMPR1B	13	13	165	121
UNC5C	105	73	841	569
UNC5C-AS1	0	0	33	13
RPL30P6	0	0	0	0
PDHA2	0	0	1	0
RNU6-1059P	0	0	0	0
RNU6-34P	0	0	0	0
ENSG00000250655	0	0	0	0
LINC02267	0	0	0	0
RN7SKP28	0	0	0	0
ENSG00000287841	0	0	0	0
COX7A2P2	0	0	0	0
ENSG00000253170	0	0	0	0
STPG2	0	0	0	8
ENSG00000254044	0	0	0	0
STPG2-AS1	0	0	0	0
CRYZP2	0	0	0	0
RPL5P12	0	3	3	1
DUTP8	0	0	0	0
ENSG00000214559	0	0	0	3
ENSG00000289532	5	2	1	2
RAP1GDS1	2567	2091	6206	4211
RPL21P48	0	0	0	7
TSPAN5	1756	1947	4097	2522
ENSG00000251523	0	0	0	0
TSPAN5-DT	2	0	91	82
ENSG00000249764	0	0	0	0
BTF3P13	0	0	0	0
EIF4E	1534	1292	3899	2831
TBCAP3	0	0	0	0
ENSG00000263923	0	0	0	0
FAM177A1P1	0	0	0	0
ENSG00000287512	0	0	3	0
RNU7-149P	0	0	0	0
NDUFS5P4	0	0	0	0
METAP1	1151	1521	2598	1780
MIR3684	0	0	0	0
ABT1P1	0	0	0	0
ENSG00000272777	5	4	19	26
ADH5	2508	3332	6597	4175
ENSG00000246090	14	9	111	98
ADH4	0	0	0	0
PCNAP1	0	0	0	0
ADH6	0	0	17	13
ADH1A	0	0	0	0
ADH1B	0	0	0	0
ADH1C	0	0	0	0
ADH7	0	0	0	0
ENSG00000250300	0	0	0	0
C4orf17	0	0	0	0
TRMT10A	308	70	652	530
MTTP	0	0	3	4
ENSG00000248676	0	0	0	0
C4orf54	0	0	3	2
DAPP1	0	0	0	0
ENSG00000279913	0	0	0	0
LAMTOR3	1308	1259	2873	2014
DNAJB14	3443	3286	6551	5188
ENSG00000279098	0	0	0	0
H2AZ1	655	691	3039	2060
H2AZ1-DT	1	7	30	9
ENSG00000250403	0	0	1	1
DYNLL1P6	0	0	0	0
DDIT4L	5	0	14	2
DDIT4L-AS1	0	0	0	0
EMCN	13	0	10	10
ENSG00000286150	0	0	0	0
LINC01216	0	0	0	0
LINC01217	0	0	0	0
LINC01218	0	0	0	0
PPP3CA	1706	2021	7470	5369
MIR8066	0	0	0	0
MIR1255A	0	0	0	0
FLJ20021	13	0	18	5
BANK1	84	5	151	76
ENSG00000286124	0	0	0	0
RNU6-462P	0	0	0	0
MTND5P5	0	0	0	0
ENSG00000251309	0	0	0	0
SLC39A8	1296	1066	1521	1021
RN7SL728P	0	0	0	0
ENSG00000248161	7	5	19	10
ENSG00000251572	0	0	0	0
ENSG00000260651	0	0	1	0
NFKB1	191	440	918	557
MANBA	2005	2057	2433	1555
RPL21P49	0	0	0	0
LRRC37A15P	0	0	0	2
KRT8P46	3	0	3	2
ENSG00000224207	0	0	0	0
ENSG00000251288	0	0	0	0
UBE2D3	9731	8675	16750	12826
ENSG00000286242	24	51	27	21
UBE2D3-AS1	3	58	29	24
RNU7-151P	0	0	0	0
CISD2	1333	1638	2085	2039
SLC9B1	17	0	16	16
PABPC1P7	1	23	3	0
ACTR3BP4	0	0	0	0
SLC9B2	383	305	993	642
BDH2	441	490	1661	1283
CENPE	3406	3072	2824	2466
LINC02428	0	29	18	9
TACR3-AS1	0	0	1	1
ENSG00000250920	0	0	0	0
DDX3P3	1	0	0	0
TACR3	14	16	13	22
ENSG00000286291	0	0	0	0
RNU6-635P	0	0	0	0
LINC02503	0	0	0	0
ENSG00000251170	0	0	0	0
CXXC4	235	227	412	469
CXXC4-AS1	0	0	0	3
ENSG00000250670	0	0	0	0
ENSG00000248242	0	5	0	2
RPL6P14	0	0	0	0
ENSG00000248373	0	0	1	6
RNU6-351P	0	0	0	0
ENSG00000276992	0	0	0	0
ENSG00000251473	0	0	0	3
ENSG00000252136	0	0	0	0
ENSG00000251259	38	13	30	21
TET2	1508	1229	3453	2665
TET2-AS1	0	0	0	4
RN7SL89P	0	0	0	0
PPA2	928	1041	2437	1673
RNU6-553P	0	19	9	1
EEF1A1P9	47	65	57	27
PIMREGP2	0	0	0	0
ATP5F1EP1	0	0	0	0
ENSG00000250522	0	0	0	0
ARHGEF38	0	0	12	9
ARHGEF38-IT1	0	0	0	0
ENSG00000248778	0	0	0	0
INTS12	243	301	702	482
GSTCD	236	194	654	487
GSTCD-AS1	0	0	3	2
NPNT	4	0	22	5
ENSG00000250740	0	0	0	0
ENSG00000249635	0	0	7	0
TBCK	545	683	2703	1832
AIMP1	2837	2404	4104	3097
GIMD1	0	0	0	0
LINC02173	0	0	0	0
ENSG00000286147	0	1	0	0
ACTR6P1	0	0	0	0
DKK2	1057	1107	862	547
RAC1P5	1	0	0	0
ENSG00000251081	0	0	0	0
RNU6-551P	0	0	0	0
PAPSS1	2668	3264	7288	4907
SGMS2	1798	1944	2467	1811
CYP2U1-AS1	0	0	0	6
RNU6-733P	0	0	0	0
CYP2U1	457	583	1120	761
ENSG00000249604	13	0	5	1
HADH	306	365	669	447
LEF1	744	641	2038	1373
LEF1-AS1	18	19	24	24
RPSAP34	0	0	0	0
ZACNP1	0	0	0	0
EXOC7P1	0	0	0	0
RPL34-DT	0	23	25	3
RPL34	13171	12063	14451	13010
OSTC	7743	8412	11526	7728
RNU6-431P	15	8	24	12
ENSG00000286136	0	0	53	27
ETNPPL	0	0	4	0
ENSG00000249257	0	0	0	0
RCC2P8	0	0	0	0
COL25A1	274	168	204	171
COL25A1-DT	0	0	0	0
RBMXP4	6	2	0	1
SEC24B-AS1	28	6	60	67
SEC24B	4418	3343	4727	3414
RN7SL55P	0	0	0	0
MIR576	0	0	0	4
SETP20	1	0	2	0
CDC42P4	0	0	4	3
MCUB	1409	1271	899	731
HIGD1AP14	15	0	3	0
CASP6	108	151	599	408
ENSG00000273447	18	0	12	8
PLA2G12A	429	580	1387	963
ENSG00000285330	0	0	0	0
CFI	12	2	273	124
GAR1-DT	0	0	0	0
GAR1	505	429	1249	968
RRH	0	0	3	0
LRIT3	4	0	2	0
KRT19P3	0	0	0	0
EGF	53	8	124	100
RNU6-35P	0	0	0	2
ELOVL6	1120	1126	2455	1702
RN7SL275P	0	0	0	0
ENSG00000248200	0	0	0	0
ENSG00000288913	4	0	1	0
HSBP1P2	0	0	0	0
RNF14P2	0	0	0	0
RNU6-205P	0	0	0	0
ZBED1P1	0	0	0	0
ENPEP	339	283	293	264
RPL7L1P13	0	0	0	0
ZNF969P	0	0	0	0
ENSG00000199894	0	0	0	0
ENSG00000250511	0	0	0	0
PANCR	0	0	6	0
PITX2	14	87	115	111
ENSG00000289096	0	0	0	0
LINC01438	0	0	0	0
MIR297	0	0	0	0
ENSG00000288692	0	0	0	0
LYPLA1P2	0	0	0	0
ENSG00000251312	0	0	0	3
RNU6-289P	0	0	0	0
ENSG00000248656	0	0	0	0
RPL36AP23	0	0	4	0
ENSG00000250855	0	0	0	0
LINC02945	0	0	0	0
ENSG00000288691	0	0	0	0
ENSG00000288685	0	0	0	0
CCDC34P1	0	0	2	0
TUBB8P3	0	0	0	0
ENSG00000240459	0	0	1	0
FAM241A	209	128	1200	964
RPL36AP19	0	0	0	1
AP1AR-DT	26	0	69	47
AP1AR	882	614	1595	1159
TIFA	153	22	272	209
ALPK1	125	70	317	249
RTEL1P1	0	0	0	0
TOX4P1	0	1	0	1
NEUROG2	0	0	0	0
NEUROG2-AS1	0	0	0	0
RPL23AP94	0	0	0	0
ZGRF1	362	263	310	280
H3P14	0	0	0	0
LARP7	1354	1002	2323	1921
MIR302CHG	0	0	13	9
MIR367	0	0	0	0
MIR302D	0	0	0	0
MIR302A	0	0	0	0
MIR302C	0	0	0	0
MIR302B	0	0	0	0
OSTCP4	1	0	9	0
ENSG00000250046	0	0	0	0
GET1P1	0	0	0	0
RPL32P13	0	0	0	0
RPL7AP30	33	63	36	29
ENSG00000250500	0	0	0	0
ANK2	288	281	3777	2622
ENSG00000234841	0	0	0	8
ENSG00000251126	0	0	0	0
ENSG00000228814	0	0	0	1
ANK2-AS1	0	0	5	0
ENSG00000249373	0	0	0	0
MIR1243	0	0	0	0
MIR8082	0	0	0	0
ENSG00000196656	1	4	2	3
CAMK2D	5875	4425	6966	5111
RN7SL184P	0	2	1	0
RNU1-138P	0	0	0	0
ENSG00000250229	0	0	0	0
ARSJ	543	494	1066	715
ENSG00000249304	0	0	7	10
ENSG00000248716	0	0	0	0
ENSG00000288781	224	185	126	119
UGT8	30	33	89	23
MIR577	0	0	0	0
CIR1P2	0	0	1	0
RN7SL808P	0	0	0	0
NDST4	0	0	12	1
MRPS33P3	0	0	0	0
RPF2P2	0	0	0	0
PGAM4P2	0	0	0	0
KRT18P21	0	1	0	0
ENSG00000249259	0	0	0	0
EIF3KP3	0	0	0	0
TTC39CP1	0	0	0	0
MIR1973	0	0	0	0
TRMT112P1	0	0	0	0
CUL4AP1	0	0	0	0
ENSG00000250791	0	0	0	0
ACTN4P1	0	0	5	0
ENSG00000287845	0	0	0	0
ENSG00000287520	0	0	0	3
ENSG00000287290	0	0	0	2
ENSG00000286637	0	0	0	0
RNU6-119P	0	0	0	0
ENSG00000271053	0	0	0	0
TRAM1L1	51	95	318	208
ENSG00000223605	0	0	0	0
LINC02262	24	4	21	39
LINC02263	171	47	189	233
LINC01378	0	0	2	0
RPSAP35	0	0	0	0
NT5C3AP1	21	3	20	2
ENSG00000286269	0	0	7	0
ENSG00000288921	0	0	0	0
LINC02264	0	0	0	0
NDST3	22	27	136	85
FKBP4P1	0	0	0	0
SNHG8	350	319	612	424
SNORA24	0	0	0	0
PRSS12	0	26	19	18
NDUFS5P5	0	0	0	0
ENSG00000273716	0	0	0	0
CEP170P1	40	14	25	22
ENSG00000291201	12	30	97	64
ENSG00000260404	0	0	0	0
RNU6-1054P	0	0	0	0
CICP16	0	0	0	0
SEPTIN14P4	0	0	4	6
METTL14-DT	14	3	36	33
METTL14	1472	1199	2158	1598
SEC24D	6415	8202	11819	7343
SYNPO2	54	119	216	171
ENSG00000249002	0	0	0	0
MYOZ2	0	0	7	17
MRPL42P1	0	0	0	0
USP53	2295	2040	2261	1771
C4orf3	3736	4169	7351	5423
FABP2	0	0	0	0
KLHL2P1	1	0	2	4
RNU4-33P	0	0	0	0
ENSG00000249244	0	0	10	4
ENSG00000291202	35	70	65	21
ENSG00000260091	0	0	0	0
RNU6-1217P	0	0	0	0
GTF2IP12	0	0	0	0
ENSG00000291203	759	651	378	324
ENSG00000250950	0	0	0	0
SEPTIN7P14	0	0	0	0
PDE5A	327	324	728	467
ENSG00000221245	0	0	0	0
ENSG00000286241	0	0	0	0
LINC01365	0	0	0	0
ENSG00000250183	0	0	0	0
LINC02502	0	0	0	0
ENSG00000253825	0	0	0	0
MAD2L1	596	673	661	472
MAD2L1-DT	0	0	12	10
LTV1P1	0	0	0	0
SAR1AP3	0	0	0	0
ENSG00000249409	0	0	0	0
PRDM5	223	293	566	397
RNU6-550P	0	0	0	0
SETP12	14	30	3	3
NDNF	233	82	73	48
RN7SKP137	0	0	0	0
NDNF-AS1	0	0	0	0
ENSG00000271302	0	0	0	0
TNIP3	5	0	2	0
RNU6-948P	0	0	0	0
QRFPR	0	0	0	0
ENSG00000213480	0	0	0	0
TUBB4BP5	0	0	0	0
ANXA5	23691	22433	38874	29967
SMIM43	0	0	0	0
PP12613	0	0	0	0
EXOSC9	880	1039	1228	887
CCNA2	1412	1504	899	634
BBS7	813	1153	1869	1438
BBS7-DT	0	0	0	0
TRPC3	29	3	6	1
ENSG00000289342	0	0	0	0
ENSG00000237868	0	0	0	0
RN7SL335P	0	0	0	0
BLTP1	6040	4983	7348	5522
ADAD1	0	0	0	0
IL2	0	0	0	0
IL21	0	0	0	0
IL21-AS1	0	0	0	0
ENSG00000287692	26	27	3	0
CETN4P	0	0	53	47
BBS12	196	237	553	413
ENSG00000244083	0	0	0	0
FGF2	604	329	1251	849
ENSG00000240775	13	0	0	0
ENSG00000273007	3	0	24	12
NUDT6	60	71	83	91
SPATA5	278	257	517	399
ENSG00000250322	0	0	0	0
ENSG00000287951	0	0	0	0
SPRY1	590	545	1261	908
ENSG00000249125	0	0	0	0
LINC02435	0	0	0	0
LINC01091	0	0	14	3
ENSG00000226655	0	0	0	0
RPL21P50	0	0	0	0
ENSG00000250458	0	0	0	0
ENSG00000286700	0	0	0	0
PPIAP76	0	0	0	0
ENSG00000249837	0	0	0	0
ENSG00000286734	0	0	0	0
TUBAP10	0	0	0	0
TECRP2	0	0	0	0
LINC02516	0	0	4	0
ANKRD50	1981	2032	3895	2630
FAT4	6369	6306	9182	7287
MIR2054	0	0	0	0
ENSG00000250149	0	0	0	0
NUP58P1	0	0	0	0
TMEM248P1	0	0	0	0
LINC02379	0	0	0	0
H3P15	0	0	0	0
ENSG00000286251	0	0	0	0
RBM48P1	0	0	0	0
ENSG00000289869	6	0	1	2
ENSG00000250945	0	0	0	0
ENSG00000248491	0	0	2	0
ENSG00000287101	0	0	0	0
ENSG00000248209	0	0	0	0
ENSG00000249795	0	0	0	0
ENSG00000287021	1	0	0	2
INTU	1848	1461	1873	1442
SLC25A31	0	0	0	0
HSPA4L	627	333	434	324
ENSG00000282855	0	0	0	0
RPL21P53	1	0	7	1
ENSG00000261668	0	0	0	0
PLK4	292	477	350	217
RNU6-583P	0	0	0	5
MFSD8	380	313	1051	918
ABHD18	476	497	756	618
LARP1B	2287	1945	2481	2033
RPL15P8	0	1	1	0
FOSL1P1	0	0	0	0
PGRMC2	7423	6449	12851	9109
LINC02615	101	34	185	123
ENSG00000273077	0	0	0	0
ENSG00000248187	0	0	20	19
ENSG00000248802	0	0	0	4
ENSG00000289243	0	0	0	0
JADRR	0	0	0	0
JADE1	1778	1412	3426	2520
SCLT1	738	692	1316	944
ENSG00000275647	0	0	0	0
ENSG00000281369	0	0	0	0
C4orf33	235	544	441	384
CDRT15P11	0	0	0	0
ZSWIM5P3	0	0	0	0
ENSG00000251195	0	0	0	0
ENSG00000250193	0	0	0	0
ENSG00000287748	0	0	0	0
LINC02466	0	0	0	0
LINC02465	0	0	0	0
EEF1GP8	0	1	0	0
LINC02479	0	0	0	0
PGBD4P4	0	0	0	0
GAPDHP56	0	0	0	0
ENSG00000280059	0	0	0	1
ENSG00000250503	0	0	0	0
ENSG00000287924	0	0	0	0
ENSG00000250213	0	0	0	0
RNU6-224P	0	0	0	0
LINC02377	0	0	15	2
ENSG00000248715	0	0	0	0
RN7SL205P	0	0	0	0
SNHG27	7	0	0	2
ENSG00000249416	0	0	0	0
RPL7AP28	0	0	0	0
ENSG00000251555	0	0	0	0
ENSG00000251598	0	0	0	0
ENSG00000249463	0	0	0	0
ELL2P2	0	0	2	0
ENSG00000248369	0	0	2	0
LINC01256	0	0	0	0
AARS1P1	0	0	0	0
ENSG00000251488	0	0	0	0
ENSG00000249513	0	0	0	0
PCDH10-DT	138	6	92	58
R3HDM2P1	0	0	0	0
PCDH10	582	711	1253	864
ENSG00000286467	0	0	0	0
ENSG00000250191	0	0	0	0
ENSG00000251388	0	0	0	0
ENSG00000251199	0	0	1	0
ENSG00000286253	0	0	0	0
PABPC4L	106	54	135	121
PES1P1	0	0	0	0
LINC02462	0	0	0	0
ENSG00000249000	0	0	0	0
ENSG00000249847	0	0	0	0
ENSG00000251228	0	0	0	0
ENSG00000241411	2	2	2	0
EEF1A1P35	6	8	5	3
ENSG00000248434	0	0	0	0
LINC02485	0	0	6	21
KRT18P54	0	0	2	0
TARS2P1	0	0	0	0
ENSG00000250865	0	0	0	0
LINC00613	0	0	0	0
RNU1-89P	0	0	0	0
ENSG00000251492	0	0	0	0
ENSG00000261166	0	0	0	0
ENSG00000251567	0	0	0	0
ENSG00000250665	0	0	0	0
TERF1P3	0	0	1	0
ENSG00000279749	0	0	0	0
LINC02511	9	0	8	2
LINC02510	0	0	0	0
SERF1AP1	0	0	0	0
STMN1P2	0	0	0	0
RPS23P2	0	0	0	0
PCDH18	490	766	1704	1151
LINC02172	0	0	0	0
ENSG00000280352	0	0	0	0
ENSG00000250126	0	0	0	0
ENSG00000250777	0	0	0	0
ENSG00000287441	0	0	0	0
ENSG00000250034	0	0	0	0
ENSG00000287144	0	0	0	0
LINC00616	0	0	0	0
SLC7A11-AS1	0	0	21	67
SLC7A11	73	115	7399	5398
ENSG00000249091	0	0	0	0
LINC00498	0	0	0	0
LINC00499	0	0	0	0
LINC00500	0	0	0	0
ENSG00000248305	0	0	0	0
ENSG00000248795	3	1	1	0
ENSG00000250977	0	0	0	0
ENSG00000250501	0	0	0	0
ENSG00000250195	0	0	0	0
ENSG00000250577	0	0	0	0
NOCT	134	285	501	260
ELF2	1173	1016	1835	1483
RNU6-531P	0	0	11	16
RN7SL382P	0	0	0	0
PPP1R14BP3	22	51	41	18
ENSG00000288785	0	0	0	0
RN7SL311P	0	0	0	0
RNU6-506P	0	0	0	0
RNU6-1074P	0	0	0	0
MGARP	72	0	86	88
NDUFC1	333	374	446	300
NAA15	2576	1960	6013	4696
RNU6-1214P	0	0	0	0
RAB33B-AS1	124	241	161	143
ENSG00000248863	41	21	10	8
ENSG00000239005	0	0	0	0
RAB33B	1049	995	1548	1214
SETD7	2697	2931	7840	5711
FTH1P24	0	0	0	0
ENSG00000272717	17	0	0	3
ENSG00000286896	14	2	9	12
QKILA	0	0	0	0
MGST2	108	173	458	241
RN7SKP237	0	0	0	0
H3P16	8	3	9	11
MAML3	497	818	975	661
ENSG00000286320	0	0	6	0
RN7SKP253	0	0	0	0
ENSG00000290022	0	0	0	0
ENSG00000250698	0	0	0	0
SCOC	2577	2589	5347	3896
SCOC-AS1	48	0	43	8
NDUFB4P9	0	0	0	0
RPL14P3	41	8	38	49
CLGN	24	51	108	106
MGAT4D	15	0	0	0
ENSG00000280262	0	0	0	0
ELMOD2	1726	1391	4170	3011
UCP1	0	0	0	0
ENSG00000287449	10	0	0	0
RN7SL152P	0	0	0	0
ENSG00000248621	0	0	0	0
TBC1D9	817	722	2350	1436
TNRC18P1	0	0	0	0
RNY1P14	0	0	0	0
ENSG00000248335	0	0	0	0
ENSG00000273472	0	0	6	6
RNF150	981	1129	921	745
ZNF330	1642	1342	1644	1211
ENSG00000248747	0	0	0	0
LINC02432	0	18	0	8
ENSG00000250189	0	0	0	0
ENSG00000272632	0	0	0	0
LINC02276	0	0	0	0
IL15	84	75	109	104
INPP4B	1260	1249	2174	1676
RPL5P13	0	0	0	0
LSM3P4	0	0	0	0
ENSG00000251248	0	0	0	0
ENSG00000249806	0	0	0	0
USP38-DT	0	10	45	23
ENSG00000251300	0	0	0	0
USP38	815	941	2487	1727
ENSG00000250969	0	0	0	0
GAB1	731	549	1164	918
MIR3139	0	0	0	0
ENSG00000228981	7	35	10	7
ENSG00000286771	1	0	0	0
RPSAP36	0	0	0	0
ENSG00000250540	0	0	0	0
SMARCA5-AS1	1	9	26	15
SMARCA5	8346	6184	15587	12050
ENSG00000248924	0	0	0	0
ENSG00000251600	4	4	10	1
GUSBP5	0	0	18	14
FREM3	0	0	4	0
ENSG00000250345	0	0	0	0
GYPE	0	0	3	2
ENSG00000249741	0	0	1	0
GYPB	0	0	0	0
ENSG00000286055	0	0	0	0
GYPA	0	0	0	0
ENSG00000285783	0	0	0	0
ENSG00000285713	0	0	0	4
ENSG00000261129	0	0	0	0
KRT18P51	0	0	0	0
HHIP-AS1	49	104	101	95
HHIP	595	402	579	332
ENSG00000289314	0	0	2	3
ENSG00000273621	0	0	0	0
ANAPC10	415	167	361	307
HSPD1P5	1	5	3	12
ENSG00000250406	0	0	2	0
ENSG00000251452	0	0	0	0
RN7SKP235	0	0	0	0
ABCE1	3005	3021	6549	4733
OTUD4	2088	1681	3389	2484
RPS23P4	0	0	0	0
LINC02266	0	0	0	0
RTN3P1	2	0	1	1
ENSG00000278943	0	0	1	0
ENSG00000286420	0	0	0	0
NMNAT1P4	0	0	0	0
SMAD1	475	623	2045	1292
SMAD1-AS2	0	0	2	0
SMAD1-AS1	0	0	0	0
MMAA	231	232	671	566
NCOA4P3	0	0	1	0
ENSG00000248356	0	1	5	0
C4orf51	0	0	0	0
ZNF827	1698	1247	3103	2217
ENSG00000279481	3	0	13	11
ENSG00000251687	0	23	0	0
ENSG00000260303	11	0	0	0
LINC01095	0	0	0	0
LSM6	488	493	601	403
ENSG00000279845	10	0	11	2
REELD1	0	0	0	0
ENSG00000251010	0	0	0	0
SLC10A7	475	445	674	525
MIR7849	0	0	0	0
ENSG00000288998	0	0	6	0
RNU1-44P	0	0	0	0
POU4F2	0	0	0	0
TTC29	0	0	0	0
ENSG00000248764	0	0	0	0
ENSG00000248346	0	0	0	1
ENSG00000260090	0	0	0	0
ENSG00000279376	0	0	0	0
ENSG00000286371	0	0	0	0
MIR548G	0	0	0	0
RPL31P26	0	0	1	0
PRMT5P1	0	0	0	0
EDNRA	569	486	1578	1100
ENSG00000280219	16	25	243	144
GTF2F2P1	12	0	0	0
LINC02507	0	0	0	0
TMEM184C-DT	0	0	0	0
TMEM184C	1990	1914	5719	4650
PRMT9	271	260	697	580
ARHGAP10	900	843	1476	1005
RNA5SP165	0	0	0	0
MIR4799	0	0	0	0
RN7SL254P	0	0	0	0
ENSG00000270387	0	0	0	0
NR3C2	19	25	35	22
ENSG00000250354	0	0	0	0
ENSG00000287292	0	0	0	1
ASS1P8	0	0	0	0
RNA5SP166	0	0	0	0
ENSG00000250357	0	0	0	0
ATP5MGP4	0	0	0	0
ENSG00000279016	0	0	0	0
ENSG00000249317	0	0	0	0
RNU7-197P	0	0	0	0
ENSG00000249752	0	0	0	0
LINC02430	0	0	0	0
LINC02355	0	0	0	0
IQCM	0	0	0	2
ENSG00000287565	0	0	0	0
ENSG00000250905	0	0	0	0
AKIRIN2P1	0	1	0	0
RNA5SP167	0	0	0	0
RNU6-1230P	0	0	0	0
ENSG00000250704	0	0	0	0
ENSG00000286711	0	0	0	0
DCLK2	150	111	197	145
RNU7-194P	0	0	0	0
LRBA	1789	1500	4227	2781
ENSG00000248521	0	0	0	0
ENSG00000249690	0	0	12	3
MAB21L2	880	1113	1170	969
ZBTB8OSP1	1	0	0	0
RNA5SP168	0	0	0	0
AK4P6	0	0	1	0
RPS3A	8914	10939	16824	10203
SNORD73B	0	0	3	0
SH3D19	862	1238	2911	2088
SNORD73A	0	0	0	0
ENSG00000270681	0	25	27	6
ENSG00000249012	0	0	0	0
PRSS48	0	0	0	0
ENSG00000250350	0	0	0	0
RNU6-1282P	0	0	0	0
ENSG00000270265	1	0	0	0
FHIP1A-DT	0	0	0	0
FHIP1A	478	512	53	16
RN7SKP35	0	0	0	0
GATB	215	239	534	305
ENSG00000251455	2	0	4	0
ENSG00000249184	0	0	0	0
ENSG00000286761	0	0	0	0
ENSG00000249708	0	0	0	0
ENSG00000249818	0	0	0	0
ENSG00000248991	0	0	0	0
ENSG00000286066	0	0	0	0
LINC03074	0	0	0	0
RNA5SP169	0	0	0	0
ENSG00000286720	0	0	0	0
LINC02273	0	0	0	0
ENSG00000287504	0	0	0	0
ENSG00000250706	0	0	0	0
ENSG00000251377	0	0	6	0
RN7SL446P	0	0	0	0
ENSG00000270302	0	0	0	0
ENSG00000270883	0	0	0	0
FBXW7	871	767	1221	990
FBXW7-AS1	0	0	4	0
ENSG00000287555	17	0	8	0
MIR3140	0	0	0	0
MIR4453HG	65	87	195	197
MIR4453	0	0	0	0
RPS3AP18	24	0	0	0
ENSG00000240669	0	0	0	0
TMEM154	28	121	364	287
ENSG00000248571	0	0	0	0
TIGD4	3	40	7	1
ARFIP1	826	724	2080	1524
NSA2P6	1	1	1	1
FAM192BP	0	2	8	6
ENSG00000287642	0	0	1	18
FHDC1	46	70	218	115
ENSG00000249022	0	0	0	2
TRIM2	865	889	3150	2252
ENSG00000288637	0	0	0	1
RNU6-1196P	0	0	0	0
ANXA2P1	1	5	3	2
MND1	0	0	0	0
RN7SL419P	0	0	0	0
TMEM131L	314	247	860	580
ENSG00000287216	0	0	3	0
ENSG00000290441	1	0	0	0
WDR45P1	0	0	0	0
ENSG00000250771	0	0	0	0
TLR2	292	196	146	99
RNF175	17	26	89	100
ENSG00000249309	0	0	3	0
SFRP2	10291	8554	21995	16829
ENSG00000280241	713	619	1658	1340
DCHS2	63	10	435	332
ENSG00000278981	18	12	176	173
ENSG00000280005	18	0	8	4
ENSG00000249200	0	0	0	0
ENSG00000250609	0	0	0	0
PLRG1	1567	1610	4715	3317
RNU6-1285P	0	0	2	2
ENSG00000248611	0	0	0	0
FGB	75	134	80	60
FGA	33	55	0	6
FGG	0	0	4	0
ENSG00000287770	0	0	0	0
LRAT	225	238	208	267
NDUFB2P1	0	0	0	0
ENSG00000249041	0	0	0	0
ENSG00000249692	0	0	0	0
RBM46	19	0	6	1
RNU2-66P	0	0	0	0
RNU2-44P	0	0	0	0
MAP9-AS1	0	0	7	15
NPY2R-AS1	0	0	0	0
NPY2R	0	0	3	0
ENSG00000249924	0	0	0	0
MAP9	1975	1774	4340	3520
YWHAEP4	0	0	0	0
ENSG00000250398	0	0	0	0
ENSG00000271606	0	0	0	0
ENSG00000287730	0	0	0	0
MTCYBP17	0	0	0	0
MTND6P17	0	0	0	0
MTND5P9	0	0	0	0
MTND4P8	0	0	0	0
MTND3P3	0	0	0	0
MTCO3P9	0	0	0	0
MTATP6P9	0	0	0	0
MTCO2P9	0	0	0	0
MTCO1P9	0	0	0	0
MTND2P33	0	0	0	0
MTND1P22	0	0	0	0
ENSG00000251244	0	0	0	0
GUCY1A1	26	21	36	17
ENSG00000260244	0	0	0	0
GUCY1B1	70	205	110	68
ASIC5	0	0	3	5
TDO2	0	0	30	13
CTSO	886	975	3271	2531
ENSG00000289320	0	0	0	0
FTH1P21	0	0	0	0
ENSG00000251511	0	0	0	0
